name,department,rating,num_ratings,would_take_again_pct,level_of_difficulty,professor_url
Benjamin Sherman,Philosophy,3,2,,3,https://www.ratemyprofessors.com/professor/1714824
Stanley Forman,Civil Engineering,2.8,33,,3.4,https://www.ratemyprofessors.com/professor/927849
Marc Jaffee,Earth Science,2.2,3,,2,https://www.ratemyprofessors.com/professor/868189
Joseph Wellbank,Philosophy,4,6,,2.3,https://www.ratemyprofessors.com/professor/1045652
Laura Wholley,Economics,2.9,4,,4.3,https://www.ratemyprofessors.com/professor/1813586
Joel Weinstein,Engineering Technology,4.4,24,,3.7,https://www.ratemyprofessors.com/professor/176505
Mary Cardaras,Journalism,4.9,5,,3.8,https://www.ratemyprofessors.com/professor/1147569
Michael Conley,Pharmacy,5,1,,3,https://www.ratemyprofessors.com/professor/1880743
Georgia Klamon-Miller,Psychology,5,1,,5,https://www.ratemyprofessors.com/professor/1689972
Brandon William,Environmental Science,2.3,5,,3.8,https://www.ratemyprofessors.com/professor/1847923
Hortensia Amaro,Public Policy,1.5,3,,4.3,https://www.ratemyprofessors.com/professor/1071701
Patrick Daly,Education,3.5,1,,4,https://www.ratemyprofessors.com/professor/1876790
Matior Rahman,Mathematics,2.5,10,,2.4,https://www.ratemyprofessors.com/professor/1233169
Dan Easa,Biology,5,5,,1,https://www.ratemyprofessors.com/professor/786540
Timothy Touchette,Counseling & Educational Psych,5,1,,3,https://www.ratemyprofessors.com/professor/1875167
Jodie Manasevit,Visual Arts,2.4,4,,3.5,https://www.ratemyprofessors.com/professor/981116
Robert Hall,African-American Studies,3.9,4,,1,https://www.ratemyprofessors.com/professor/796510
Carolyn Bair,Education,2.2,3,,3,https://www.ratemyprofessors.com/professor/1847358
Michael Maggard,Business,2.2,35,,3.3,https://www.ratemyprofessors.com/professor/255273
George Mellman,Finance,1,3,,4,https://www.ratemyprofessors.com/professor/1854356
Alessandra Ciucci,Music,3.4,6,,3.3,https://www.ratemyprofessors.com/professor/1491170
William Detrich,Biology,3.2,14,,3.9,https://www.ratemyprofessors.com/professor/1476728
Mary Ellen Beveridge,English,2.1,13,,2.9,https://www.ratemyprofessors.com/professor/329097
Peter Kelman,International Business,4.5,1,,2,https://www.ratemyprofessors.com/professor/1862905
Stephen Lyons,Linguistics,5,1,,1,https://www.ratemyprofessors.com/professor/1862895
Caryl-Beth Thomas,Music,4.9,6,,1.3,https://www.ratemyprofessors.com/professor/583336
Krista Hill,Psychology,4.3,9,,2,https://www.ratemyprofessors.com/professor/1615194
Stephani Laverdiere,Counseling & Educational Psych,4,1,,2,https://www.ratemyprofessors.com/professor/1860842
Samuel John Gatley,Pharmacy,1.3,2,,3.5,https://www.ratemyprofessors.com/professor/936169
Stephan Wood,Nursing,4.5,1,,1,https://www.ratemyprofessors.com/professor/1750872
S Vritilek,Physics,1.3,6,,3.7,https://www.ratemyprofessors.com/professor/1185284
Josh Gross,Computer Science,1.5,1,,4,https://www.ratemyprofessors.com/professor/1859017
David Boyd,Business,5,22,,1.8,https://www.ratemyprofessors.com/professor/390986
Hania Musiol,English,3.4,12,,3.7,https://www.ratemyprofessors.com/professor/527474
Deanne Schulz,Communication Studies,4.9,7,,2.6,https://www.ratemyprofessors.com/professor/1409110
Bode Omojola,Music,3.1,6,,3.3,https://www.ratemyprofessors.com/professor/728559
James Stanfill,English,4.9,4,,2,https://www.ratemyprofessors.com/professor/1469288
Paul Schreyer,Sign Language,3.5,16,,3.2,https://www.ratemyprofessors.com/professor/596302
Tammi Arford,Sociology,4.8,2,,1.5,https://www.ratemyprofessors.com/professor/1565384
Dan Dunn,Marketing,3.9,8,,2.4,https://www.ratemyprofessors.com/professor/976830
Pamela Stenberg,Chemistry,3.3,7,,3.7,https://www.ratemyprofessors.com/professor/1492584
Allen Soyster,Industrial Engineering,2.5,2,,1,https://www.ratemyprofessors.com/professor/1829157
Stephen Sutherland,Writing,5,1,,2,https://www.ratemyprofessors.com/professor/1852691
Alex Turnwall,Graphic Design,5,2,,2.5,https://www.ratemyprofessors.com/professor/1678341
Chris Myers,English,2.3,3,,4,https://www.ratemyprofessors.com/professor/1795064
Monica Wezwick,Human Resources Management,3.7,3,,3,https://www.ratemyprofessors.com/professor/1499271
Nancy Kim,Psychology,4.8,14,,2.3,https://www.ratemyprofessors.com/professor/771759
Andrew Grobman,English,4.3,8,,3.8,https://www.ratemyprofessors.com/professor/238792
Sam Bernstein,English,2.3,25,,3.9,https://www.ratemyprofessors.com/professor/477975
Martin Block,Psychology,3.3,23,,2.6,https://www.ratemyprofessors.com/professor/120982
Bronwyn Bjorkman,Linguistics,3.8,3,,2.3,https://www.ratemyprofessors.com/professor/1632060
Peter Rosen,Environmental Studies,3.8,17,,3.1,https://www.ratemyprofessors.com/professor/157733
Steven Peterson,Economics,3.7,3,,2.7,https://www.ratemyprofessors.com/professor/1640396
Marcus Fries,Mathematics,3.7,11,,4,https://www.ratemyprofessors.com/professor/642955
Jennifer Coombs,Science,4.1,39,,2.6,https://www.ratemyprofessors.com/professor/153132
Gordan Adomdza,Entrepreneurship,3.1,10,,3.1,https://www.ratemyprofessors.com/professor/1227038
Brian Sullivan,Computer Science,3.3,2,,1.5,https://www.ratemyprofessors.com/professor/1701967
Wesley Marple,Finance,2.8,9,,4.1,https://www.ratemyprofessors.com/professor/866608
Nathan Winkler-Rhoades,Psychology,4.5,4,,3,https://www.ratemyprofessors.com/professor/1769761
Craig Bettinson,Advisor,2.8,3,,1,https://www.ratemyprofessors.com/professor/1262372
Allan Widom,Physics,2.1,28,,3.6,https://www.ratemyprofessors.com/professor/162817
Michele Kennerly,Communication Studies,4.6,6,,3.2,https://www.ratemyprofessors.com/professor/1530802
Micheal Drues,Biomedical,3.3,2,,5,https://www.ratemyprofessors.com/professor/1613417
Tiffany Conroy,English,3.2,26,,3.1,https://www.ratemyprofessors.com/professor/70572
Rachael Gorab,Sociology,4.8,3,,2.3,https://www.ratemyprofessors.com/professor/1836699
Sepideh Shafiei,Mathematics,3.2,5,,2,https://www.ratemyprofessors.com/professor/1425906
Thomas Keating,Theater,4.6,17,,2.3,https://www.ratemyprofessors.com/professor/367246
Jeffrey Cottrell,English,4.6,5,,2.2,https://www.ratemyprofessors.com/professor/1065874
Eugenia Hristova,International Studies,2.5,11,,2.8,https://www.ratemyprofessors.com/professor/86093
Kalo Clarke,English,1.7,32,,3.4,https://www.ratemyprofessors.com/professor/138518
Nathaniel Bade,Mathematics,4.5,1,,4,https://www.ratemyprofessors.com/professor/1715678
Lauren Kuryloski,English,5,1,,1,https://www.ratemyprofessors.com/professor/1753473
ZhiHeng Pan,Economics,1.8,9,,4.4,https://www.ratemyprofessors.com/professor/1544644
Barbara Waszczak,Medicine,4.9,6,,3.7,https://www.ratemyprofessors.com/professor/534614
Jeffrey Doughty,Engineering,4.4,5,,2.8,https://www.ratemyprofessors.com/professor/785379
Paul Bolster,Finance,5,2,,4,https://www.ratemyprofessors.com/professor/470558
Yury Petrov,Psychology,2.2,15,,4,https://www.ratemyprofessors.com/professor/894809
Ann Brady,Advisor,4,1,,1,https://www.ratemyprofessors.com/professor/1815966
Arjun Poudel,English,2.5,10,,3,https://www.ratemyprofessors.com/professor/1123638
Mustafa Kesir,Mathematics,2.7,13,,3.4,https://www.ratemyprofessors.com/professor/702352
Vincent Rocchio,Communication,3.2,16,,3.9,https://www.ratemyprofessors.com/professor/425779
Edward McDonough,Organizational Behavior,2.3,10,,2.8,https://www.ratemyprofessors.com/professor/591027
Bah-Aw Khaw,Pharmacy,2.3,3,,2.7,https://www.ratemyprofessors.com/professor/983141
Yndia Lorick-Wilmot,Sociology,4,2,,4.5,https://www.ratemyprofessors.com/professor/1003890
Dennis Ledis,Not Specified,4.6,6,,2.7,https://www.ratemyprofessors.com/professor/1685715
Eileen Farrell,English,4,5,,2.6,https://www.ratemyprofessors.com/professor/1089080
Joanna Latham,Geology,4.5,1,,4,https://www.ratemyprofessors.com/professor/1787373
Chad Posick,Criminal Justice,4.8,2,,3.5,https://www.ratemyprofessors.com/professor/1667632
Sarah Hastings,English,2.7,6,,3.2,https://www.ratemyprofessors.com/professor/1112896
Amy Sliva,Computer Science,4.8,3,,2.3,https://www.ratemyprofessors.com/professor/1689346
Stephen McKnight,Engineering,4.5,1,,4,https://www.ratemyprofessors.com/professor/1377925
Matsuko Levin,Modern Languages,3.3,5,,2.6,https://www.ratemyprofessors.com/professor/1415841
Mary Hughes,Linguistics,3.8,3,,3.7,https://www.ratemyprofessors.com/professor/1764715
Megan Panzano,Architecture,5,1,,3,https://www.ratemyprofessors.com/professor/1808481
Andrew Sum,Economics,3.7,20,,3.1,https://www.ratemyprofessors.com/professor/201681
Tabitha Kenlon,English,2.8,5,,2.6,https://www.ratemyprofessors.com/professor/1238942
Christopher Boulay,Mathematics,3.3,2,,3,https://www.ratemyprofessors.com/professor/1695534
Michael Zack,Managerial Science,4.3,10,,3,https://www.ratemyprofessors.com/professor/797423
Garrett Warfield,Criminal Justice,4.8,8,,1.9,https://www.ratemyprofessors.com/professor/1266271
Mary Jo Ondrechen,Chemistry,4.3,5,,3.4,https://www.ratemyprofessors.com/professor/546657
Rania Merkaty,Health Science,3.5,1,,3,https://www.ratemyprofessors.com/professor/1786290
Karen Petruska,Communication Studies,4.3,2,,3,https://www.ratemyprofessors.com/professor/1780485
Chris Walker,Computer Engineering,3.9,10,,2.5,https://www.ratemyprofessors.com/professor/1125689
Heather Browne,International Studies,4,3,,3.3,https://www.ratemyprofessors.com/professor/1706832
Lakshmi Balachandra,Entrepreneurship,5,2,,3,https://www.ratemyprofessors.com/professor/1704329
Ballard Campbell,History,1.8,17,,3.5,https://www.ratemyprofessors.com/professor/312776
Diana Dolliver,Criminal Justice,5,1,,2,https://www.ratemyprofessors.com/professor/1769524
David Van Horn,Computer Science,3.8,6,,3.8,https://www.ratemyprofessors.com/professor/1037943
Charissa Threat,History,3.3,3,,3.3,https://www.ratemyprofessors.com/professor/1598258
Rachel Gans-Boriskin,Communication Studies,4.8,63,,2.8,https://www.ratemyprofessors.com/professor/1431923
Bonnie Brock,Marketing,2.1,9,,2.2,https://www.ratemyprofessors.com/professor/814416
Lisa Ferruccio,Sociology,4.8,3,,4,https://www.ratemyprofessors.com/professor/1656949
Emery Trahan,Finance,3.6,14,,4.6,https://www.ratemyprofessors.com/professor/263240
Christina Steiger,Economics,1.4,12,,4.8,https://www.ratemyprofessors.com/professor/1376605
Ed Klotzbier,Communication Studies,3.1,5,,3.4,https://www.ratemyprofessors.com/professor/914170
John Griffith,Business,3.7,22,,1.7,https://www.ratemyprofessors.com/professor/184483
Jennelle Yopchick,Psychology,4.2,3,,2.3,https://www.ratemyprofessors.com/professor/1740301
Josue Cisneros,Not Specified,4.5,1,,4,https://www.ratemyprofessors.com/professor/1769981
Joane Spitz,Economics,2.8,6,,2.8,https://www.ratemyprofessors.com/professor/398941
Judith Barr,Pharmacy,2.2,9,,4.3,https://www.ratemyprofessors.com/professor/444427
Iris Keren,Biology,2,8,,4.6,https://www.ratemyprofessors.com/professor/1463265
Amy Meade,Psychology,4.3,3,,1,https://www.ratemyprofessors.com/professor/1769762
Aparna Mujumdar,English,3.1,7,,2,https://www.ratemyprofessors.com/professor/892326
Ellen Glovsky,Medicine,4.8,12,,2.4,https://www.ratemyprofessors.com/professor/155628
J Richie,English,4.5,13,,1.9,https://www.ratemyprofessors.com/professor/1167799
Christina Cipriano,Psychology,4.5,19,,2.1,https://www.ratemyprofessors.com/professor/1263641
Jayant Sane,Chemistry,3.2,5,,2.8,https://www.ratemyprofessors.com/professor/494692
Steve Runge,Writing,3.6,5,,3,https://www.ratemyprofessors.com/professor/827362
Deborah Buelow,Architecture,3.5,1,,2,https://www.ratemyprofessors.com/professor/1786194
Irene Hwang,Architecture,4,1,,5,https://www.ratemyprofessors.com/professor/1786196
Stephen Gray,Architecture,5,1,,4,https://www.ratemyprofessors.com/professor/1786203
Tom Downard,Communication,2,41,,2.7,https://www.ratemyprofessors.com/professor/153725
Ryan Senkier,Architecture,4,1,,3,https://www.ratemyprofessors.com/professor/1783894
Joshua Jacobson,Music,4.3,15,,2.6,https://www.ratemyprofessors.com/professor/213223
John Monbouquette,Accounting,2.3,5,,2.2,https://www.ratemyprofessors.com/professor/1754800
George Atkinson,Health Science,5,5,,1.8,https://www.ratemyprofessors.com/professor/1120560
Laura Hultquist,Criminal Justice,4.8,3,,4.3,https://www.ratemyprofessors.com/professor/1663390
Jerry Tapper,Engineering,3.2,20,,4.3,https://www.ratemyprofessors.com/professor/118034
Michelle Miller,Communication Studies,2,1,,1,https://www.ratemyprofessors.com/professor/1780001
Seneca Joyner,History,1.8,12,,4.8,https://www.ratemyprofessors.com/professor/1252610
N.P. Lande,Philosophy,4.7,11,,3.8,https://www.ratemyprofessors.com/professor/752421
Zhanna Tsitkova,Mathematics,1,3,,4.7,https://www.ratemyprofessors.com/professor/1188733
Gerald Herman,History,3,32,,2.4,https://www.ratemyprofessors.com/professor/267836
Scott Swain,Marketing,4.4,26,,2.9,https://www.ratemyprofessors.com/professor/75771
Jenna Sciuto,English,4.4,7,,2.1,https://www.ratemyprofessors.com/professor/1395273
Corina Medley,Sociology,3.5,24,,3.2,https://www.ratemyprofessors.com/professor/437464
Carla Oblas,Mathematics,4.9,23,,1.5,https://www.ratemyprofessors.com/professor/207070
Jason Ribeiro,Mathematics,3,3,,4.3,https://www.ratemyprofessors.com/professor/1235221
Peter Baletsa,Biology,4.3,17,,3.5,https://www.ratemyprofessors.com/professor/642862
Michelle Desaulniers,English,2.2,7,,4.9,https://www.ratemyprofessors.com/professor/1769109
Ganish Krisnamoorthy,Accounting,4.6,8,,3.5,https://www.ratemyprofessors.com/professor/382161
Kimberly Freeman,English,4.5,3,,3.3,https://www.ratemyprofessors.com/professor/1137659
Stuart Peterfreund,English,2.2,19,,4,https://www.ratemyprofessors.com/professor/122287
Annette Govindarajan,Biology,3.3,7,,2.6,https://www.ratemyprofessors.com/professor/1054335
Ben Webster,Mathematics,1.7,3,,2.3,https://www.ratemyprofessors.com/professor/1750356
Daniel Greenfield,Economics,3.9,13,,2.7,https://www.ratemyprofessors.com/professor/1235239
Susan McNamara,Business Administration,3.2,12,,3,https://www.ratemyprofessors.com/professor/1328356
Elizabeth Connors,Accounting,4.1,11,,1.9,https://www.ratemyprofessors.com/professor/442920
Arshag Hajian,Mathematics,2.7,17,,3.1,https://www.ratemyprofessors.com/professor/642947
Burton Weiner,Education,5,1,,2,https://www.ratemyprofessors.com/professor/1764712
Salvatore Stella,Mathematics,0,0,,0,https://www.ratemyprofessors.com/professor/1556847
Gabriel Rusanescu,Pharmacy,0,0,,0,https://www.ratemyprofessors.com/professor/1087298
A Cook,English,0,0,,0,https://www.ratemyprofessors.com/professor/1264496
Eric Bush,Political Science,0,0,,0,https://www.ratemyprofessors.com/professor/1482306
Minton Goldman,Political Science,3.1,23,,4.3,https://www.ratemyprofessors.com/professor/122856
Priyavrat Deshpande,Mathematics,4.8,5,,2,https://www.ratemyprofessors.com/professor/1659820
Khaled Amira,Finance,4.5,1,,2,https://www.ratemyprofessors.com/professor/1677948
Gene Dipaolo,Engineering,5,9,,3.1,https://www.ratemyprofessors.com/professor/539558
Selena Ahmed,Environmental Science,4.8,3,,1.3,https://www.ratemyprofessors.com/professor/1703969
Michaele Morrow,Accounting,4.7,10,,4,https://www.ratemyprofessors.com/professor/1207966
Nina Aruajo,Education,4.6,4,,2.5,https://www.ratemyprofessors.com/professor/1492500
Samantha Christiansen,History,4.6,5,,2.8,https://www.ratemyprofessors.com/professor/1559638
David Forsyth,Chemistry,4.2,22,,3.4,https://www.ratemyprofessors.com/professor/261813
Harvey Green,History,3.4,13,,3.8,https://www.ratemyprofessors.com/professor/808749
Dana Braga,Journalism,4.6,9,,2,https://www.ratemyprofessors.com/professor/410224
Rick Wein,Sociology,2.9,5,,4,https://www.ratemyprofessors.com/professor/998845
Mila Levine,Business Administration,3,4,,3.3,https://www.ratemyprofessors.com/professor/978726
Monica Burke,Mathematics,2.5,4,,3.8,https://www.ratemyprofessors.com/professor/1436005
Joeseph Raelin,Business Administration,4.2,3,,3,https://www.ratemyprofessors.com/professor/1145832
Betty Pezaris,Psychology,3.8,2,,2.5,https://www.ratemyprofessors.com/professor/793836
Bruce McDonald,Electrical Engineering,1,2,,3,https://www.ratemyprofessors.com/professor/366333
Trianna Testoni,English,3,2,,2.5,https://www.ratemyprofessors.com/professor/1177652
Liz Hopwood,English,1.5,1,,3,https://www.ratemyprofessors.com/professor/1336915
Delano Young,Biology,3.5,1,,4,https://www.ratemyprofessors.com/professor/1233685
Jennifer Sutton,History,3,1,,2,https://www.ratemyprofessors.com/professor/1749043
Rebecca Dunn,Biology,4.3,2,,2.5,https://www.ratemyprofessors.com/professor/1704270
John Teopaco,Marketing,3.9,28,,2.9,https://www.ratemyprofessors.com/professor/210854
Joelle Carlo,Biology,3.5,11,,3.4,https://www.ratemyprofessors.com/professor/1330605
Marcela Delgado,Architecture,3.6,4,,3.3,https://www.ratemyprofessors.com/professor/1648436
Richard Marsh,Biology,2.5,2,,3,https://www.ratemyprofessors.com/professor/1352717
Douglas Oro,Philosophy,3.7,3,,4,https://www.ratemyprofessors.com/professor/1598026
Brandy Hubbard,Sociology,4.9,7,,1.9,https://www.ratemyprofessors.com/professor/1452707
Timothy Norris,Creative Studies,2,1,,3,https://www.ratemyprofessors.com/professor/1678340
Sarah Dorris,Visual Arts,2.5,2,,4,https://www.ratemyprofessors.com/professor/1066766
R. Nicolle Matthews,Psychology,2.7,3,,4.3,https://www.ratemyprofessors.com/professor/1158493
Beth Toolan,Leadership,5,1,,3,https://www.ratemyprofessors.com/professor/1731017
Chinmoy Dutta,Computer Science,2,1,,5,https://www.ratemyprofessors.com/professor/1595573
Christopher Hovey,Sociology,4.7,5,,2.2,https://www.ratemyprofessors.com/professor/1525058
Kenneth Solano,Human Resources Management,5,2,,2,https://www.ratemyprofessors.com/professor/1180887
David Green,Political Science,4.5,3,,1.3,https://www.ratemyprofessors.com/professor/1528866
Jacqueline Piret,Biology,3.6,4,,4.3,https://www.ratemyprofessors.com/professor/1266828
M Rich,Visual Arts,3.9,10,,3.5,https://www.ratemyprofessors.com/professor/880265
A. Carroll,Mathematics,4.6,7,,3.3,https://www.ratemyprofessors.com/professor/1013495
Elizabeth Bigsby,Computer Science,3,1,,4,https://www.ratemyprofessors.com/professor/1713217
Rob James,Business,3.9,23,,2.8,https://www.ratemyprofessors.com/professor/238583
Tom Sheahan,Engineering,4.4,14,,3.4,https://www.ratemyprofessors.com/professor/326368
Diana Summers,Criminal Justice,4.8,3,,2.7,https://www.ratemyprofessors.com/professor/1673467
Matt Bracken,Biology,4.3,5,,3.6,https://www.ratemyprofessors.com/professor/1257710
Misty Woodbury,English,3.5,12,,2.6,https://www.ratemyprofessors.com/professor/382140
Sarah Connell,English,4.8,4,,2.3,https://www.ratemyprofessors.com/professor/1176958
Danielle Skeehan,English,4.3,3,,1,https://www.ratemyprofessors.com/professor/1672180
Christopher Cunningham,Political Science,4.5,1,,4,https://www.ratemyprofessors.com/professor/1708034
Richard Goettle,Finance,3.2,16,,4,https://www.ratemyprofessors.com/professor/299019
Penny Beuning,Chemistry,4.8,2,,2.5,https://www.ratemyprofessors.com/professor/983800
Kavita Sutar,Mathematics,2.8,4,,2.3,https://www.ratemyprofessors.com/professor/1177597
Matti Kovler,Music,3.8,2,,2.5,https://www.ratemyprofessors.com/professor/1515990
Roy Kozlovsky,Architecture,4,2,,2,https://www.ratemyprofessors.com/professor/1324395
Anthony Dimari,Architecture,4,1,,3,https://www.ratemyprofessors.com/professor/1704351
David Schmitt,Political Science,3.3,25,,3.6,https://www.ratemyprofessors.com/professor/218509
Cory Sinclair,Accounting,4,3,,3.3,https://www.ratemyprofessors.com/professor/1241457
Jack Li,Finance,2.8,2,,3.5,https://www.ratemyprofessors.com/professor/866590
Jennifer Ross,Criminal Justice,4.3,2,,2.5,https://www.ratemyprofessors.com/professor/1692685
Julie Curtis,Graphic Design,3,2,,4,https://www.ratemyprofessors.com/professor/1526758
Yan LI,History,4.5,4,,2,https://www.ratemyprofessors.com/professor/1267612
Belle Adler,Journalism,4.4,16,,2.8,https://www.ratemyprofessors.com/professor/365197
Adrian Gilbert,Biology,2.7,9,,3.3,https://www.ratemyprofessors.com/professor/284554
Kevin Visconti,Communication Studies,4.8,2,,3,https://www.ratemyprofessors.com/professor/1655027
Justin Betz,Sociology,3.8,14,,3.6,https://www.ratemyprofessors.com/professor/932287
Perrin Cohen,Psychology,2.5,11,,2.6,https://www.ratemyprofessors.com/professor/120984
Naarendorp Franklin,Psychology,4.5,1,,3,https://www.ratemyprofessors.com/professor/1606110
Robert Schatz,Pharmacy,1.5,1,,4,https://www.ratemyprofessors.com/professor/1696383
Nancy Cornell,Business Administration,1,1,,3,https://www.ratemyprofessors.com/professor/1694990
Carey Rappaport,Electrical Engineering,2.5,3,,4,https://www.ratemyprofessors.com/professor/824810
Joesph Finigan,Mathematics,4,1,,1,https://www.ratemyprofessors.com/professor/1692567
Firozur Rahman,Computer Science,3.8,3,,2.3,https://www.ratemyprofessors.com/professor/1113463
Elizabeth Markle,Music,4,2,,2,https://www.ratemyprofessors.com/professor/1642487
Ronald Hedlund,Political Science,3.8,5,,3.2,https://www.ratemyprofessors.com/professor/1119845
Jenifer Viencek,English,4.2,12,,3.3,https://www.ratemyprofessors.com/professor/151027
Scott Zilora,Business Administration,5,2,,2,https://www.ratemyprofessors.com/professor/1647675
Harlan Lane,Psychology,4.6,13,,1.8,https://www.ratemyprofessors.com/professor/597806
Abigail Dalton,Mathematics,5,2,,1,https://www.ratemyprofessors.com/professor/1607954
Francois Charvet,Business Administration,2.2,9,,4.4,https://www.ratemyprofessors.com/professor/1222391
David Corbin,Criminal Justice,4.8,2,,4,https://www.ratemyprofessors.com/professor/1563006
Jeb Booth,Criminal Justice,4.7,28,,2.1,https://www.ratemyprofessors.com/professor/122362
Chase Billingham,Sociology,5,1,,3,https://www.ratemyprofessors.com/professor/1376246
Gabriel Cunningham,Mathematics,4.7,12,,2.8,https://www.ratemyprofessors.com/professor/1091478
Ann Galligan,Communication,2.6,4,,2.8,https://www.ratemyprofessors.com/professor/607739
Owen Lawlor,Environmental Science,3.5,14,,2.3,https://www.ratemyprofessors.com/professor/1554157
Jennifer Martin,English,3.8,9,,2.7,https://www.ratemyprofessors.com/professor/216703
John Hichborn,Music Business,4.7,3,,1,https://www.ratemyprofessors.com/professor/1365305
Kirk Frazee,Business Administration,1.5,1,,4,https://www.ratemyprofessors.com/professor/1657928
Bryan Chadwick,Computer Science,4.8,3,,1.7,https://www.ratemyprofessors.com/professor/1588417
Barry Bluestone,Public Administration,2,1,,3,https://www.ratemyprofessors.com/professor/1655216
Ira Krull,Chemistry,2.1,30,,3.9,https://www.ratemyprofessors.com/professor/309495
Yoav Mehozay,History,1,2,,4,https://www.ratemyprofessors.com/professor/1639581
Tony Gao,Marketing,4.4,5,,2.6,https://www.ratemyprofessors.com/professor/1048739
Vivek Krishnan,Biology,5,2,,1.5,https://www.ratemyprofessors.com/professor/1648879
Guy Rotella,English,4.5,25,,3.8,https://www.ratemyprofessors.com/professor/368036
Timothy Strange,English,4.6,7,,2.3,https://www.ratemyprofessors.com/professor/966154
Michael Booth,English,4,6,,2.2,https://www.ratemyprofessors.com/professor/1360357
Lauren Thacker,English,3.3,2,,2,https://www.ratemyprofessors.com/professor/1628350
Gail Horn,Criminal Justice,5,1,,1,https://www.ratemyprofessors.com/professor/1648567
Mary King,Anthropology,1.6,8,,2.5,https://www.ratemyprofessors.com/professor/1487455
Stephanie Decandia,Human Services,4.5,1,,1,https://www.ratemyprofessors.com/professor/1644830
Robert Tillman,Engineering,4.8,12,,2.4,https://www.ratemyprofessors.com/professor/312412
Lisa Gurdin,Psychology,3.4,16,,2.9,https://www.ratemyprofessors.com/professor/583334
Noah Tuleja,Theater,3.5,5,,2,https://www.ratemyprofessors.com/professor/1203283
Alexander Hirsch,Political Science,5,2,,3,https://www.ratemyprofessors.com/professor/1491448
L. Day,Biology,4.3,67,,4.1,https://www.ratemyprofessors.com/professor/266511
Brian Ford,Computer Science,3,4,,2.8,https://www.ratemyprofessors.com/professor/815366
Lorrie Ferraro,Human Resources Management,1,2,,4.5,https://www.ratemyprofessors.com/professor/1459945
Norman Hansen,Business,3.3,5,,1.8,https://www.ratemyprofessors.com/professor/445472
Stacy Fahrenthold,History,4.7,3,,3.3,https://www.ratemyprofessors.com/professor/1521212
Nuri Chandler-Smith,African-American Studies,3.3,7,,3.7,https://www.ratemyprofessors.com/professor/1216196
David Tutein,English,4,23,,2.1,https://www.ratemyprofessors.com/professor/457869
Tess Forsell,Economics,3.7,6,,3.2,https://www.ratemyprofessors.com/professor/1443541
Xioating HU,Economics,2.4,6,,3.5,https://www.ratemyprofessors.com/professor/1553684
Amarita Natt,Economics,3.7,5,,4,https://www.ratemyprofessors.com/professor/1378515
Zhouxi Wang,Chemistry,3,2,,4.5,https://www.ratemyprofessors.com/professor/967064
Frank Dibella,Engineering,4.4,6,,1.8,https://www.ratemyprofessors.com/professor/692430
Megan Tarquinio,English,4.7,6,,3.3,https://www.ratemyprofessors.com/professor/1235337
Tiffany Trimmer,History,3,12,,2.8,https://www.ratemyprofessors.com/professor/541219
Irene Porro,Physics,2.3,3,,3,https://www.ratemyprofessors.com/professor/1549387
Stephen Harkins,Psychology,3.9,8,,2.3,https://www.ratemyprofessors.com/professor/467606
Kevin Donnelly,Political Science,4.3,4,,3.8,https://www.ratemyprofessors.com/professor/1241594
Mark Melnik,Sociology,4.5,13,,3.7,https://www.ratemyprofessors.com/professor/173540
Michael Diramio,Philosophy,4.6,10,,3.3,https://www.ratemyprofessors.com/professor/866474
Mandi Coakley,Nursing,5,3,,3,https://www.ratemyprofessors.com/professor/1265103
Ann Grenell,History,4,28,,3.1,https://www.ratemyprofessors.com/professor/151033
Orhan Akisik,Accounting,2.3,3,,3,https://www.ratemyprofessors.com/professor/1152965
Randy August,Computer Science,1.9,26,,3.6,https://www.ratemyprofessors.com/professor/116838
Ryan Donaghy,Communication Studies,4.8,3,,2.7,https://www.ratemyprofessors.com/professor/1566839
Edwin Andrews,Visual Arts,2.8,2,,4.5,https://www.ratemyprofessors.com/professor/889353
R Case,Mathematics,4.8,18,,1.6,https://www.ratemyprofessors.com/professor/307219
Tuvshee Bold,Economics,3.5,13,,2.7,https://www.ratemyprofessors.com/professor/781288
Daryl Finizio,Law,5,3,,3.3,https://www.ratemyprofessors.com/professor/1312595
Kurt Brandquist,Industrial Technology,1,1,,5,https://www.ratemyprofessors.com/professor/1587883
Eric Estevez,International Politics,5,2,,4,https://www.ratemyprofessors.com/professor/1550994
Rich Weibe,Criminal Justice,4.7,3,,3.3,https://www.ratemyprofessors.com/professor/118041
Joseph Rizzo,Law,3.8,3,,3.3,https://www.ratemyprofessors.com/professor/1232138
Rachel Gillet,History,3.7,17,,2.7,https://www.ratemyprofessors.com/professor/1113593
Nicole Ruane,Religious Studies,3.3,2,,3,https://www.ratemyprofessors.com/professor/1554883
Norma Rosin,Advisor,4.6,5,,1,https://www.ratemyprofessors.com/professor/892436
Ibrahim Miari,Arabic,3,1,,4,https://www.ratemyprofessors.com/professor/1577778
Alison Uzdella,Political Science,4.7,3,,3.3,https://www.ratemyprofessors.com/professor/1219910
William Pruitt,Criminal Justice,4.8,8,,1.8,https://www.ratemyprofessors.com/professor/1456546
Robert Deleo,Political Science,4.3,2,,4.5,https://www.ratemyprofessors.com/professor/1540477
Margaret Palladino,Languages,3.7,13,,2.5,https://www.ratemyprofessors.com/professor/625009
Nancy Upton,Marketing,2.2,7,,3.1,https://www.ratemyprofessors.com/professor/1067305
