term,created_date,course_info,audience,section,question,Number of Responses,Course Mean,Dept. Mean,Univ. Mean,Course Median,Dept. Median,Univ. Median,count_5,count_4,count_3,count_2,count_1,comment_prompt,comments_json,demographics_json
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-03 Cust Value & the Enterprise  (Carolyn Boviard),23,Instructor Related Questions: Carolyn Boviard,The instructor facilitated a respectful and inclusive learning environment.,8,4.63,4.77,4.61,5.0,5.0,5.0,6,1,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-03 Cust Value & the Enterprise  (Carolyn Boviard),23,Instructor Related Questions: Carolyn Boviard,The instructor displayed enthusiasm for the course.,8,4.5,4.8,4.71,5.0,5.0,5.0,5,2,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-03 Cust Value & the Enterprise  (Carolyn Boviard),23,Instructor Effectiveness: Carolyn Boviard,What is your overall rating of this instructor's teaching effectiveness?,8,3.75,4.62,4.5,4.0,5.0,5.0,3,3,0,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-03 Cust Value & the Enterprise  (Carolyn Boviard),23,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""Great content and learning format!"", ""This class was disorganized and the material provide would constantly contradict itself and left us all confused as to what was actual needed to be successful."", ""Was simple to navigate, and straightforward. I feel like I connected well with my classmates, even in an online setting, to the point where I’d even consider one of them a new friend. Was a good experience"", ""The scheduling was a horror fest and were never truly organized, the community was built around loathing this course, and some assignments called for software or data that was not accessible."", ""I'm not sure that I knew we needed to utilize Powerpoint as much as was required.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-03 Cust Value & the Enterprise  (Carolyn Boviard),23,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""Learned a ton of different topics, great mix of formats for learning, passionate instructor."", ""COuld have been more present on the discussion board, announcement and helping clarify all of our confusion."", ""Good material, there wasn’t a ton of “fluff”, so most of the stuff we were tasked with understanding had a purpose."", ""None"", ""The layout of the course was thoughtful and well done.  I really learned a lot in this course.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-03 Cust Value & the Enterprise  (Carolyn Boviard),23,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""Provide some opportunities to choose individual topics for larger projects."", ""Make sure everything is organized the first time, do the assignments herself and realize the time commiment was well beyond what was noted in the modules. Need to pay attention to the TA's as well, the grading was late, help on the disucssion boards were non–existent."", ""Better feedback on assignments."", ""Not given us a homework load of a 4–credit course instead of a 2–credit course. The instructions were vague, the grading was untimely and never properly explained why points were taken off, and the deadlines in the middle of the week were infuriating."", ""The instructions for having only one person upload the course were somewhat vague.  There should have been a sentence saying those not uploading the presentation can just reply \""I'm in Group #X and responding to gain access to the chat.\""  I had to find that part out from my group–mate.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-03 Cust Value & the Enterprise  (Carolyn Boviard),23,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""Offered many learning options for different learning types and strengths and was available and provided a lot of resources to help us succeed."", ""I say better feedback because it would be beneficial to the students who are trying to get their grades better. I started the class with a 78 in the first assignment, and got very little feedback other than the grading rubric. And had to figure it out on my own working from a 78 in the first, to a 88, and then into the 90s. It was probably beneficial, but I would have liked to know where to start."", ""When you assign group members in other countries and time zones (who can only find time on weekends), give them Sunday deadlines not Wednesday deadlines. We had to do week 6's homework and the final group presentation recording in the same weekend. When people post questions, maybe don't wait until Friday to actually answer them. Put the explanation for the grading in a more noticeable location (not in tiny font at the bottom of the rubric). Clue the TA's in to what you expect of assignments and provide detailed instructions. I went to one TA session (Friday morning – seriously when most people are working? (not accessible at all)) and I asked 'do you have advice on the group project?' Complete silence. It was awkward so I listed ideas on how to organize the project and they said 'do that' and 'it is in the instructions' (it was not)."", ""I would also have liked to know that our group–mate had dropped the class.  We were all kind of hanging around waiting for him to engage but we finally saw that was no longer part of the team when we looked at our group in the module.  Having to take on his responsibilities was a bit stressful for me because we did feel like his earlier participation should have been included as it was originally submitted.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-03 Cust Value & the Enterprise  (Carolyn Boviard),23,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""Better balance of time–intensive deliverables and less time–intensive deliverables each week."", ""First class back in school, was a good learning spot for me."", ""What do you mean? I spent 15–20 hours on this course every week and I took for days off of work during this term just to keep up with your assignments alone. I could have actually put in even more effort into each assignment to achieve better scores, but I valued performing well at my full time job (to pay for this education) and quality sleep. I only put in enough effort (in 15–20 hours) to get a B and then moved on with my life. I attended one lecture from the professor, learned that the hour–long session would not actually cover the assignments and skipped the rest. I  saved those hours instead doing the convoluted homework. Also I don't remember much of anything in this class. I read the required readings and watched every video, then scrambled to put it all in the homework. Once I submitted the assignment, all the information left my brain in order to move on to the next week's load. Because of the excessive assignments and time constraints, it became about survival rather than retaining the lessons."", ""I have definitely improved my Powerpoint skills in this class which has helped me improve my skillset.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-03 Cust Value & the Enterprise  (Carolyn Boviard),23,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 6, ""60-80%"": 0, ""40-60%"": 1, ""20-40%"": 0, ""1-20%"": 1}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-03 Cust Value & the Enterprise  (Carolyn Boviard),23,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 3, ""8-10"": 3, ""5-7"": 1, ""3-4"": 1, ""0-2"": 0}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,21,4.24,4.52,4.41,4.0,5.0,5.0,9,9,2,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,21,4.19,4.35,4.3,4.0,5.0,5.0,7,11,3,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,21,4.14,4.34,4.2,4.0,5.0,5.0,6,12,3,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,21,4.67,4.74,4.69,5.0,5.0,5.0,14,7,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,21,4.19,4.54,4.45,4.0,5.0,5.0,10,7,3,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,21,4.0,4.37,4.36,4.0,5.0,5.0,8,7,5,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Learning Related Questions,In-class sessions were helpful for learning.,21,3.9,4.48,4.29,4.0,5.0,5.0,7,5,9,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,21,4.05,4.32,4.29,4.0,4.5,5.0,8,7,5,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Learning Related Questions,This course was intellectually challenging.,21,4.14,4.33,4.37,4.0,4.0,5.0,9,8,2,2,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Learning Related Questions,I learned a lot in this course.,21,4.19,4.46,4.43,4.0,5.0,5.0,9,8,3,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Instructor Related Questions: Carolyn Boviard,The instructor came to class prepared to teach.,21,4.29,4.64,4.6,4.0,5.0,5.0,10,7,4,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Instructor Related Questions: Carolyn Boviard,The instructor used class time effectively.,21,4.24,4.59,4.44,4.0,5.0,5.0,9,8,4,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Instructor Related Questions: Carolyn Boviard,The instructor clearly communicated ideas and information.,21,4.19,4.62,4.31,4.0,5.0,5.0,9,8,3,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Instructor Related Questions: Carolyn Boviard,The instructor provided sufficient feedback.,21,4.0,4.22,4.26,4.0,5.0,5.0,7,9,4,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Instructor Related Questions: Carolyn Boviard,The instructor fairly evaluated my performance.,21,4.0,4.37,4.36,4.0,5.0,5.0,7,8,5,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Instructor Related Questions: Carolyn Boviard,The instructor was available to assist students outside of class.,21,4.24,4.52,4.52,4.0,5.0,5.0,9,8,4,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Instructor Related Questions: Carolyn Boviard,The instructor facilitated a respectful and inclusive learning environment.,21,4.43,4.77,4.61,5.0,5.0,5.0,11,8,2,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Instructor Related Questions: Carolyn Boviard,The instructor displayed enthusiasm for the course.,21,4.52,4.8,4.71,5.0,5.0,5.0,13,6,2,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Instructor Effectiveness: Carolyn Boviard,What is your overall rating of this instructor's teaching effectiveness?,19,4.47,4.62,4.5,5.0,5.0,5.0,11,6,2,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""Some things did not work."", ""It was cool to read my peer's responses on the discussion boards"", ""The course was well laid–out and was very informative."", ""I really appreciated both Professor Boviard and my TA's comments and feedback on how to improve, areas of opportunities I could strengthen or provided another lens to look, understand and engage with in my next submission–Thank you very much! I was honored to grow in a new way from your offering.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""Knowledge"", ""Felt engaged with and like she cared about the class and students"", ""The instructor was hands–on and made sure to answer questions promptly."", ""Organized, thoughtfully curated course, and interactive. I appreciated seeing my Professor reviewing and providing feedback on my work too–Thank you for a wonderful experience!""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""Fix the rubric and ensure the TAs know what they are doing."", ""The instructor can provide more resources to improve this course."", ""The course felt too densely packed for the material to truly take shape in our minds. Instructions for several assignments were unclear and changed multiple times throughout the seven weeks. I believe the course would benefit from either being split over two seven–week terms or offered as a four–credit course instead of two. I often felt behind and didn’t have enough time to fully absorb and make sense of the material."", ""Not stack 3 PowerPoints into the last 3 weeks of class"", ""Introduce the Group Project at the beginning of the course/syllabus as the Group, Individual and Reading Deliverables could offer students more harmony and balance than on the weeks where all three deadline deliverables made for tight turnarounds.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""The instructor is very communicative and made sure to include everyone in course discussion."", ""I loved the Professors video integrated into the readings. Maybe rather than offering live sessions, there could be pre–recorded videos for each week to watch optionally. That way office hours would only be for students who need/seek assistance to contact and return back time to both the Professor and TAs. I really loved this course and hope/wish all my future courses can be streamlined like this! It would elevate student experiences and motivate me to encourage/refer my professional team to undergo the program too.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""Access project materials earlier"", ""Attend more of the faculty connect sessions to better engage with my classmates and professor."", ""Complete assignments on time"", ""bettter time management"", ""Be able to engage with my peers presentation opportunities rather than just submitting work would have been aiding in my continued learning. Though some assignments were submissions only and not open/required for discussion, I found it very engaging to connect with other peers, see what they submit, engage in dialogue and enhance our learning. It made the class even more enjoyable too!""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 9, ""60-80%"": 4, ""40-60%"": 2, ""20-40%"": 3, ""1-20%"": 2}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MKTG6318-04 Cust Value & the Enterprise  (Carolyn Boviard),115,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 7, ""8-10"": 4, ""5-7"": 5, ""3-4"": 5, ""0-2"": 0}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,3,4.67,4.56,4.41,5.0,5.0,5.0,2,1,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,2,4.5,4.03,4.3,4.5,5.0,5.0,1,1,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,2,4.5,3.83,4.2,4.5,4.0,5.0,1,1,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,3,5.0,4.75,4.69,5.0,5.0,5.0,3,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,3,4.67,4.44,4.45,5.0,5.0,5.0,2,1,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,3,4.67,4.33,4.36,5.0,5.0,5.0,2,1,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Learning Related Questions,In-class sessions were helpful for learning.,3,5.0,4.0,4.29,5.0,4.5,5.0,3,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,3,4.33,4.28,4.29,5.0,5.0,5.0,2,0,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Learning Related Questions,This course was intellectually challenging.,3,4.67,4.28,4.37,5.0,5.0,5.0,2,1,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Learning Related Questions,I learned a lot in this course.,3,4.67,4.37,4.43,5.0,5.0,5.0,2,1,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Instructor Related Questions: sarah Spelsberg,The instructor came to class prepared to teach.,3,5.0,4.35,4.6,5.0,5.0,5.0,3,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Instructor Related Questions: sarah Spelsberg,The instructor used class time effectively.,3,5.0,4.32,4.44,5.0,5.0,5.0,3,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Instructor Related Questions: sarah Spelsberg,The instructor clearly communicated ideas and information.,3,5.0,4.4,4.31,5.0,5.0,5.0,3,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Instructor Related Questions: sarah Spelsberg,The instructor provided sufficient feedback.,3,5.0,4.47,4.26,5.0,5.0,5.0,3,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Instructor Related Questions: sarah Spelsberg,The instructor fairly evaluated my performance.,3,5.0,4.44,4.36,5.0,5.0,5.0,3,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Instructor Related Questions: sarah Spelsberg,The instructor was available to assist students outside of class.,3,5.0,4.31,4.52,5.0,5.0,5.0,3,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Instructor Related Questions: sarah Spelsberg,The instructor facilitated a respectful and inclusive learning environment.,3,5.0,4.37,4.61,5.0,5.0,5.0,3,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Instructor Related Questions: sarah Spelsberg,The instructor displayed enthusiasm for the course.,3,5.0,4.43,4.71,5.0,5.0,5.0,3,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Instructor Effectiveness: sarah Spelsberg,What is your overall rating of this instructor's teaching effectiveness?,3,5.0,4.56,4.5,5.0,5.0,5.0,3,0,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""Excellent topics, great discussion.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""Great instructor, very knowledgeable regarding subject matter.  Made course fun and interactive.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""Course should be longer.  Too much material to cover in 4 days."", ""Honestly thought it was phenomenal.  Wouldn't change much about it.""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""Strengths – energy and enthusiasm.  Obviously has a passion for her field which I love.  Genuinely wants to help students succeed in expedition medicine which I love""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""Perhaps done a bit more reading of the online resources"", ""spend more time researching discussion posts""]",
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 3, ""60-80%"": 0, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 0}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI5403-01 Expedition & Wilderness Med  (sarah Spelsberg),11,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 0, ""8-10"": 1, ""5-7"": 0, ""3-4"": 1, ""0-2"": 1}"
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,8,4.5,4.56,4.41,5.0,5.0,5.0,5,2,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,6,3.83,4.03,4.3,4.5,5.0,5.0,3,1,1,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,6,3.83,3.83,4.2,4.5,4.0,5.0,3,1,1,0,1,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,8,4.38,4.75,4.69,4.5,5.0,5.0,4,3,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,8,4.25,4.44,4.45,5.0,5.0,5.0,5,1,1,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,8,4.5,4.33,4.36,5.0,5.0,5.0,5,2,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Learning Related Questions,In-class sessions were helpful for learning.,8,3.75,4.0,4.29,3.5,4.5,5.0,3,1,3,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,8,4.25,4.28,4.29,4.5,5.0,5.0,4,2,2,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Learning Related Questions,This course was intellectually challenging.,8,4.38,4.28,4.37,4.5,5.0,5.0,4,3,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Learning Related Questions,I learned a lot in this course.,7,4.57,4.37,4.43,5.0,5.0,5.0,4,3,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Instructor Related Questions: Elyse Watkins,The instructor came to class prepared to teach.,6,4.33,4.35,4.6,4.5,5.0,5.0,3,2,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Instructor Related Questions: Elyse Watkins,The instructor used class time effectively.,6,4.33,4.32,4.44,4.5,5.0,5.0,3,2,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Instructor Related Questions: Elyse Watkins,The instructor clearly communicated ideas and information.,7,4.29,4.4,4.31,5.0,5.0,5.0,4,2,0,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Instructor Related Questions: Elyse Watkins,The instructor provided sufficient feedback.,8,4.38,4.47,4.26,5.0,5.0,5.0,5,2,0,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Instructor Related Questions: Elyse Watkins,The instructor fairly evaluated my performance.,8,4.38,4.44,4.36,5.0,5.0,5.0,5,2,0,1,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Instructor Related Questions: Elyse Watkins,The instructor was available to assist students outside of class.,8,4.63,4.31,4.52,5.0,5.0,5.0,5,3,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Instructor Related Questions: Elyse Watkins,The instructor facilitated a respectful and inclusive learning environment.,7,4.57,4.37,4.61,5.0,5.0,5.0,4,3,0,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Instructor Related Questions: Elyse Watkins,The instructor displayed enthusiasm for the course.,8,4.5,4.43,4.71,5.0,5.0,5.0,5,2,1,0,0,,,
Fall A 2025,"Tuesday, November 4, 2025",- TRACE report for MSCI6003-01 Healthcare Leadership Seminar  (Elyse Watkins),18,Instructor Effectiveness: Elyse Watkins,What is your overall rating of this instructor's teaching effectiveness?,8,4.63,4.56,4.5,5.0,5.0,5.0,6,1,1,0,0,,,
